student_id,form_name,phase_name,academic_year,release_date,evaluator_role,frequency,strengths_comment,improvements_comment,prof_shows_dependability_truthfulness_and_integrity,prof_acknowledges_and_demonstrates_awareness_of_limitations,prof_takes_initiative_for_own_learning_and_patient_care,prof_remains_open_to_feedback_and_attempts_to_implement_it,prof_treats_all_patients_with_respect_and_compassion_protects_patient_confidentiality,comm_listening,comm_decision_making,comm_advocacy,epa1,epa2,epa3,epa5,epa6,epa7,epa9,epa8,epa10,epa4,epa14,comm_other
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,"[REDACTED] developed a nice rapport with her patient, [REDACTED] to [REDACTED] [REDACTED]. She demonstrated good communication skills and was [REDACTED] go over plans and address patient [REDACTED]. Her history taking was thorough and included all the relevant information. In [REDACTED] H and P's that I reviewed on a patient [REDACTED] nephritis, her HPI was complete including appropriate pertinent negatives.","[REDACTED] needs to work on synthesizing information from [REDACTED], and data, to come up with come up with differential diagnosis, clinical reasoning and management plan. As a third year student, would spend considerably more time [REDACTED] assessment and plan to demonstrate her knowledge of the problem, her differential and clinical reasoning skills. For example, for a young women presenting with nephritis/nephrotic syndrome, reviewing a complete differential instead of a one line of general categories. Also including the other presenting problems or complications with nephrotic syndrome, high blood pressure, edema, hypercoaguability and AKI. [REDACTED] should work [REDACTED] organization of her presentations. Towards the [REDACTED] the two weeks she demonstrated significant improvement in [REDACTED] present straightforward patient [REDACTED]. With more complex patients, I recommend working with resident [REDACTED] to review her assessment and prioritization of problems. To move to next level, would work on taking initiative for patient [REDACTED]. For patient [REDACTED] include communicating with outpatient physicians on admission, both for notification and also to clarify medical history and communicating with nursing if observing an order has not been done, For learning, recommend independently formulating clinical questions, finding appropriate articles to share, and applying findings to a given patient.",3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,[REDACTED] showed up [REDACTED] and clearly worked hard [REDACTED][REDACTED] prepare for rounds.,[REDACTED] has room to continue growing regarding medical knowledge - a specific tip that we discussed was reading about one topic related to a patient's pathology [REDACTED]. [REDACTED] would also benefit from [REDACTED] synthesize her own assessment of the patient’s condition and developing a plan to manage them.,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,"[REDACTED] was a good team player, easy to work with. She demonstrated openness to feedback and made attempts to incorporate it. Her oral presentations improved throughout [REDACTED].","[REDACTED] I challenge you take problems, summarize the relevant clinical information, incorporate data obtained and come up with a broad differential dx. BUT then tell us why something is more/most likely and why something is less likely or does not make sense. Then think of what tests or therapeutics we should try to investigate further. Refine your statesmen and reasoning [REDACTED] as we gather more information. When its appropriate and time to reach out to a consultant, explain your reasoning, and what our question for them will be. Really push yourself to formulate your own assessments and plans. It is so so so okay to be wrong. It's more important that you try to reason [REDACTED] a differential and come up with a plan; we are here to help guide and refine your reasoning and to explain why we think a particular plan might make more sense. Update your problem list daily as information evolves and continue to become more specific. I would compare your [REDACTED] notes to what we (Residents and attendings) write and see what important key aspects you are missing or what information might be sharing too much. Earlier on [REDACTED][REDACTED] oral presentations were sparse and unorganized. [REDACTED] before round! Ask us questions about your assessment and plan. We are there to help show of your abilities and understanding. Take more initiate with learning from [REDACTED]. Read up on their problems. Try to get a grasp to understand what we are thinking about and why we are doing particular things. Take a deep dive into your patient's history when you [REDACTED] do so.",2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,"[REDACTED] performed at [REDACTED] for a junior clerk. Her presentation of material was generally well organized. Her ability to gather data was also satisfactory. She sometimes needed some guidance or prompting when putting things together, but was open to feedback and not intimidated when questioned by myself or the house officers.","I think [REDACTED] will be [REDACTED] make the transition to an MS4. I would encourage her to keep pushing [REDACTED], keep reading around the medical issues of her patients, and to seek regular feedback from [REDACTED].",3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Occasional ,I did not observe this student for enough encounters to form an accurate assessment. i did not even want to fill out the above numbers because I know it would have been different had I been [REDACTED] see her more. I have spoken to Dr. [REDACTED]. [REDACTED].,Please notify clerkship well in [REDACTED] to take [REDACTED].,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,I worked with [REDACTED] for [REDACTED]. I thought [REDACTED] did a [REDACTED] job overall and displayed appropriate [REDACTED] skills for interviewing patients and making differentials. [REDACTED] was clearly invested in [REDACTED][REDACTED] inquisitive about a [REDACTED] problems. [REDACTED] regularly updated patients and families and was carrying [REDACTED] patients consistently. On rounds [REDACTED] was [REDACTED] identify the most pertinent interval events to update the team and was consistently [REDACTED] identify a differential diagnosis on interval events in [REDACTED]’s patients. [REDACTED]’s interviewing skills were demonstrated by her thoughtful questioning of a patient [REDACTED] and hyponatremia who had family members and an interpreter [REDACTED][REDACTED]. [REDACTED] was [REDACTED] navigate this well and make an appropriate treatment plan. [REDACTED] was a pleasure to have on service. She was receptive to feedback that was given and showed consistent growth. I would be happy to work with her again [REDACTED][REDACTED].,"Would try to look more engaged during rounds, of patients she [REDACTED] following",3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,[REDACTED] did [REDACTED] job of explaining the results of an ECHO to a patient [REDACTED]. She answered all the questions appropriately.,Only worked with [REDACTED] for [REDACTED] - but I would like to see her change the priority of problems for her presentation when a new problem arises. Would also like to see her present more on rounds than reading from [REDACTED].,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,- Builds good connections with her patients - Takes lead [REDACTED][REDACTED] is kind and thoughtful with her patients - Responsive/adaptable to feedback (e.g. when told to work on decreasing on [REDACTED] do adapt [REDACTED][REDACTED]) - Takes initiative to look up management online - Follows up tasks without being prompted (calling pharmacies for price check),"- Would continue to work on having a broad and reasoned differential for patients. You do good on having the plan but work on rounding the assessment part. Try to have [REDACTED] things beyond what the [REDACTED] resident had (I know that's [REDACTED] do your best). - Would like to see you work [REDACTED] next steps of working towards becoming a resident (calling families, going by after rounds to spend time explaining with the patient). I know it's tough with class schedules but that extra time will build your medical info sharing abilities. - [REDACTED] do forget to tell you ahead of time to share results with patients, so for your Sub-I just be prepared that for new results overnight, there will be expectation for you to tell the patient [REDACTED] (and we [REDACTED] just call on you [REDACTED][REDACTED]) and how you can explain that result with low jargon. You do [REDACTED] job of knowing what those results mean for the medical team but work on figuring out how we can translate that [REDACTED] patient [REDACTED] scaring them.",3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,"[REDACTED] performed at [REDACTED] a successful MS3. She would pre-round and prepare assessments her own plans for her patients and discuss them with the resident. She would complete documentation for her patient [REDACTED][REDACTED]. [REDACTED]'s inquisitive nature is one of her strengths and which will lead her to developing important questions and knowledge. There were many patient's who had plans in [REDACTED] would look at [REDACTED] a fresh perspective. She would ensure she understood why the interventions being done was the best for the patient. One of her patient's presented with hyponatremia thought to involve both hypovolemia and SIADH. This can be confusing as the patient [REDACTED] their hypovlemia, but not too much volume [REDACTED] SIADH. [REDACTED] responded very well to feedback throughout [REDACTED]. She was [REDACTED] take one piece of feedback such focusing on making a specific problem more specific in [REDACTED]. She expanded the feedback and made all of her presented problems more specific.",Continue to strive to be at [REDACTED] of training. As a sub-intern you will have more responsibility in [REDACTED]. Try to place all your predicted orders prior to rounds. Call all the consults for your patients. Involve your other team members [REDACTED] nursing staff with updates. Attempt to be the primary provider for your patient's by giving updates to families and swinging by at [REDACTED] for PM rounds.,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Attending,Once,[REDACTED] was excellent in [REDACTED]. She showed a general interest [REDACTED][REDACTED] was [REDACTED] communicate effectively.,[REDACTED] can continue to work on her synthesis and butter flush out differentials and plans.,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Attending,Occasional ,not enough experience with student to comment,"I would advise throught the course of your rotations to be open minded to all educational experiences and engaged as best as you can. Even if certain rotations [REDACTED] in [REDACTED] interest, they can still be of value to round out your medical foundation for the future or of value in [REDACTED] - effective or ineffective communication styles with patients, systems based [REDACTED], addressing social determinants of health, or even [REDACTED] efficiently run a [REDACTED] ([REDACTED] do). To this end, even seeing a poorly conducted visit in a field you [REDACTED] interested in [REDACTED] in [REDACTED] of clinical care [REDACTED][REDACTED].",3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Attending,Once,[REDACTED] job getting a neuro history and physical,continue doing [REDACTED] job getting a neuro history and physical,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,3.0,2.0,3.0,2.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Attending,Once,Insufficient time to fully evaluate however during the limited time together she appeared hard-working and motivated.,Continue to read and gather clinical experience.,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Attending,Daily ,[REDACTED] was a solid team player and it was a pleasure to have the opportunity to work with her. She had a strong grasp of medicine. Her presentations were well organized and clear.,"NA,.........................................",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Resident,Daily ,"[REDACTED] was a strong medical student on service. She performed an accurate neurologic exam, demonstrated interest in [REDACTED] completed tasks as expected.",Continue to work on expanding neurologic ddx,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Resident,Daily ,"Please see other completed form for [REDACTED] for feedback, not sure if I was sent this twice","Please see other completed form for [REDACTED] for feedback, not sure if I was sent this twice",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Resident,Daily ,"[REDACTED] did [REDACTED] job at [REDACTED] in [REDACTED]. She was always enthusiastic [REDACTED], and brought great skills [REDACTED] table to build on",Keep working on volunteering ideas! You had great ones!,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-04,Resident,Daily ,"[REDACTED] was a great team member. She was curious, and was [REDACTED] effectively pick up patients and present them in a succinct manner. We enjoyed having her [REDACTED] team!","When presenting the plan for your patients, try to incorporate a clinical paper or research article as a way to contribute [REDACTED] team. Also, when deciding which lab values to present as pertinent, I would try and work backwards from [REDACTED], and what values you would need to rule in [REDACTED] diagnoses.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
